Word,Lemmas
stereotype,stereotypes;stereotyping;stereotyped;stereotypings
sterility,sterilities
sterilization,sterilizations
sterilize,sterilized;sterilizing;sterilizes
sterilizer,sterilizers
sterling,sterlings
stern,sterns;sterner;sternest
sternness,sternnesses
sternum,sternums;sterna
steroid,steroids
stethoscope,stethoscopes
stevedore,stevedores;stevedoring
stew,stews;stewed;stewing
steward,stewards;stewarding;stewarded
stewardess,stewardesses
stewardship,stewardships
stick,stuck;sticks;sticking;sticked
stick-out,stickout;stickouts;stick out;stick outs
stick-together,sticktogether;sticktogethers;stick together;stick togethers
stickball,stickballs
sticker,stickers
stickiness,stickinesses
stickleback,sticklebacks;sticklebacking
stickler,sticklers
sticky,stickiest;stickier;stickies;stickied
stiff,stiffer;stiffs;stiffest
stiff-drink,stiffdrink;stiffdrinks;stiff drink;stiff drinks
stiffen,stiffened;stiffening;stiffens
stiffener,stiffeners
stiffness,stiffnesses
stifle,stifled;stifling;stifles
stigma,stigmas;stigmata
stigmatization,stigmatizations
stigmatize,stigmatized;stigmatizing;stigmatizes
stile,stiles;stiled
stiletto,stilettos
still,stills;stilling;stilled;stiller;stillest
stillbirth,stillbirths
stillborn,stillborns
stillness,stillnesses
stilt,stilts;stilted
stimulant,stimulants
stimulate,stimulated;stimulates;stimulating
stimulation,stimulations
stimulator,stimulators
stimulus,stimuli
sting,stung;stings;stinging
stinger,stingers
stingray,stingrays
stingy,stingier;stingiest
stink,stinks;stinking;stank;stunk
stinker,stinkers
stint,stints;stinted;stinting
stipend,stipends
stipendiary,stipendiaries
stipple,stippled;stippling;stipples
stipulate,stipulated;stipulates;stipulating
stipulation,stipulations
stir,stirred;stirring;stirs
stirrer,stirrers
stirrup,stirrups
stitch,stitches;stitched;stitching
stoat,stoats;stoated
stochastic,stochastics
stock,stocks;stocked;stocking
stock-market,stock-markets;stockmarket;stockmarkets;stock market;stock markets
stockade,stockades
stockbroker,stockbrokers
stockholder,stockholders
stockholding,stockholdings
stockholm,stockholms
stocking,stockings
stockist,stockists
stockman,stockmen
stockmarket,stockmarkets
stockpile,stockpiles;stockpiling;stockpiled
stockroom,stockrooms
stocktaking,stocktakings
stocky,stockier;stockiest
stockyard,stockyards
stodgy,stodgier;stodgiest
stoic,stoics;stoical
stoichiometry,stoichiometries
stoicism,stoicisms
stoke,stoked;stoking;stokes
stoker,stokers
stoma,stomas
stomach,stomachs;stomaching;stomached
stomachache,stomachaches
stomp,stomping;stomped;stomps;stompings
stone,stones;stoned;stoning;stonings
stonemason,stonemasons
stoner,stoners
stonewall,stonewalls;stonewalling;stonewalled
stoneware,stonewares
stonework,stoneworks
stony,stonier;stoniest
stooge,stooges;stooging
stool,stools
stoop,stooped;stooping;stoops
stop,stopped;stops;stopping;stoppings
stop-at-nothing,stopatnothing;stopatnothings;stop at nothing;stop at nothings
stop-over,stop-overs;stopover;stopovers;stop over;stop overs
stopcock,stopcocks
stoplight,stoplights
stopover,stopovers
stoppage,stoppages
stopper,stoppers;stoppered
stopwatch,stopwatches
storage,storages
store,stores;stored;storing;storings
storefront,storefronts
storehouse,storehouses
storeroom,storerooms
stork,storks
storm,storms;stormed;storming
stormy,stormiest;stormier
story,stories;storied;storey;storys;storeys
storyboard,storyboarding;storyboards
storybook,storybooks
storyline,storylines
storyteller,storytellers
stoup,stoups
stout,stouter;stoutest;stouts
stove,stoves;stoved
stovepipe,stovepipes
stover,stovers
stow,stowed;stowing;stows
stowage,stowages
stowaway,stowaways
straddle,straddling;straddled;straddles
strafe,strafed;strafing;strafes
straggle,straggling;straggled;straggles
straggler,stragglers
straggly,stragglier;straggliest
straight,straighter;straights;straightest
straightaway,straightaways
straightedge,straightedges
straighten,straightened;straightening;straightens
straightforward,straightforwardly;straightforwardness
straightness,straightnesses
strain,strains;strained;straining
strainer,strainers
strait,straits
straiten,straitened;straitens;straitening
straitjacket,straitjackets
strand,strands;stranded;stranding;strandings
strange,stranger;strangest
strangely-enough,strangelyenough;strangelyenoughs;strangely enough;strangely enoughs
strangeness,strangenesses
stranger,strangers
strangle,strangled;strangling;strangles
stranglehold,strangleholds
strangler,stranglers
strangulate,strangulated;strangulating;strangulates
strangulation,strangulations
strap,straps;strapped;strapping
strapless,straplesses
stratagem,stratagems
strategist,strategists
strategy,strategies
stratification,stratifications
stratify,stratified;stratifying;stratifies
stratigraphy,stratigraphies
stratosphere,stratospheres
stratum,strata
stratus,stratuss
straw,straws
strawberry,strawberries
stray,strayed;straying;strays
streak,streaked;streaks;streaking
streaker,streakers
streaky,streakier;streakiest
stream,streams;streaming;streamed
streambed,streambeds
streamer,streamers
streamline,streamlining;streamlined;streamlines
street,streets
streetcar,streetcars
streetlamp,streetlamps
streetlight,streetlights
strength,strengths
strengthen,strengthened;strengthening;strengthens
streptococcus,streptococcuss
streptokinase,streptokinases
streptomycin,streptomycins
stress,stressed;stresses;stressing
stressor,stressors
stretch,stretched;stretching;stretches
stretcher,stretchers;stretchered
strew,strewn;strewing;strewed;strews
striate,striated;striates;striating
striation,striations
strickle,strickles;strickling;strickled
strict,stricter;strictest
strictness,strictnesses
stricture,strictures;stricturing;strictured
stride,strode;strides;striding;stridden;strid
strife,strifes
strike,struck;strikes;striking;stricken
strike-a-balance,strikeabalance;strikeabalances;strike a balance;strike a balances
strike-a-match,strikeamatch;strikeamatchs;strike a match;strike a matchs
strikeout,strikeouts
striker,strikers
striking,strikings
string,strings;strung;stringing
stringency,stringencies
stringer,stringers
stringy,stringier;stringiest
strip,strips;stripped;stripping
stripe,stripes;striped;striping;stripings
striper,stripers
stripling,striplings
stripper,strippers
striptease,stripteases
strive,striving;strove;strives;striven;strived
strobe,strobes;strobed;strobing
stroganoff,stroganoffs
stroke,strokes;stroked;stroking
stroll,strolling;strolls;strolled
stroller,strollers
stroma,stromas
stromatolite,stromatolites
strong,stronger;strongest
strong-language,stronglanguage;stronglanguages;strong language;strong languages
strongbox,strongboxes
stronghold,strongholds
strongman,strongmen
strontium,strontiums
strop,strops;stropped;stropping
strophe,strophes
stroppy,stroppier;stroppiest
structuralism,structuralisms
structuralist,structuralists
structure,structures;structured;structuring
strudel,strudels
struggle,struggling;struggled;struggles
struggler,strugglers
strum,strumming;strummed;strums
strut,struts;strutted;strutting
strychnine,strychnines
stub,stubbed;stubs;stubbing
stubble,stubbled;stubbles
stubbornness,stubbornnesses
stubby,stubbier;stubbies;stubbiest
stucco,stuccos;stuccoing;stuccoed
stud,studded;studs;studding
student,students
studentship,studentships
studio,studios
study,studies;studied;studying;studyings
stuff,stuffed;stuffing;stuffs
stuffer,stuffers
stuffiness,stuffinesses
stuffy,stuffies;stuffiest;stuffier
stultify,stultifying;stultified;stultifies
stumble,stumbled;stumbling;stumbles
stump,stumps;stumped;stumping
stun,stunned;stunning;stuns
stunner,stunners
stunt,stunts;stunted;stunting
stupa,stupas
stupefaction,stupefactions
stupefy,stupefied;stupefying;stupefies
stupid,stupider;stupidest
stupidity,stupidities
stupor,stupors
sturdy,sturdier;sturdiest
sturgeon,sturgeons
stutter,stuttered;stuttering;stutters
sty,sties;styed
style,styles;styled;styling
stylesheet,stylesheets
stylist,stylists
stylistic,stylistics
stylize,stylized;stylizes;stylizing
stylus,styluses
stymie,stymieing;stymies;stymied
styrene,styrenes
styrofoam,styrofoams
suave,suaver;suavest
suavity,suavities
sub,subs;subbing;subbed;subbings
subaltern,subalterns
subassembly,subassemblies
subcategory,subcategories
subclass,subclasses
subcommittee,subcommittees
subconscious,subconsciouss
subcontinent,subcontinents
subcontract,subcontracting;subcontracted;subcontracts
subcontractor,subcontractors
subculture,subcultures;subcultured
subdirectory,subdirectories
subdivide,subdivided;subdividing;subdivides
subdivision,subdivisions
subduct,subducted;subducting
subduction,subductions
subdue,subdued;subduing;subdues
subfamily,subfamilies
subfield,subfields
subgenus,subgenera
subgroup,subgroups;subgrouping
subharmonic,subharmonics
subheading,subheadings
subject,subjects;subjected;subjecting
subjection,subjections
subjectivism,subjectivisms
subjectivist,subjectivists
subjectivity,subjectivities
subjoin,subjoins;subjoining;subjoined
subjugate,subjugated;subjugating;subjugates
subjugation,subjugations
subjunctive,subjunctives
sublease,subleases;subleased;subleasing
sublet,subletting;sublets
sublevel,sublevels
sublimate,sublimated;sublimating;sublimates
sublimation,sublimations
sublime,sublimest;sublimes;sublimed;subliming
subliminal,subliminals
sublimity,sublimities
submarine,submarines
submariner,submariners
submerge,submerged;submerging;submerges
submergence,submergences
submersible,submersibles
submission,submissions
submissive,submissives
submit,submitted;submitting;submits
submitter,submitters
subnormal,subnormals
suborder,suborders
subordinate,subordinates;subordinated;subordinating
subordination,subordinations
suborn,suborned;suborning;suborns
subornation,subornations
subpart,subparts
subphylum,subphylums
subpoena,subpoenas;subpoenaed;subpoenaing
subpopulation,subpopulations
subprime,subprimes
subregion,subregions
subroutine,subroutines
subscribe,subscribed;subscribing;subscribes
subscriber,subscribers
subscript,subscripts
subscription,subscriptions
subsection,subsections
subserve,subserved;subserving;subserves
subservience,subserviences
subset,subsets;subsetted
subside,subsided;subsides;subsiding
subsidence,subsidences
subsidiarity,subsidiarities
subsidiary,subsidiaries
subsidization,subsidizations
subsidize,subsidized;subsidizing;subsidizes
subsidy,subsidies
subsist,subsisting;subsisted;subsists
subsistence,subsistences
subsoil,subsoils;subsoiling
subspace,subspaces
subspecies,subspeciess
substance,substances
substantiate,substantiated;substantiating;substantiates
substantiation,substantiations
substantive,substantives
substation,substations
substituent,substituents
substitute,substituted;substitutes;substituting
substitution,substitutions
substrate,substrates
substratum,substratums
substring,substrings
substructure,substructures
subsume,subsumed;subsumes;subsuming
subsumption,subsumptions
subsystem,subsystems
subtend,subtended;subtends;subtending
subterfuge,subterfuges
subterranean,subterraneans
subtitle,subtitled;subtitles;subtitling
subtle,subtler;subtlest
subtlety,subtleties
subtopic,subtopics
subtract,subtracting;subtracted;subtracts;subtractings
subtraction,subtractions
subtropics,subtropicss
subtype,subtypes
subunit,subunits
suburb,suburbs
suburban,suburbans
suburbanite,suburbanites
suburbia,suburbias
subvention,subventions
subversion,subversions
subversive,subversives
subvert,subverted;subverting;subverts
subway,subways
succeed,succeeded;succeeds;succeeding
success,successes
succession,successions
successor,successors
succor,succors
succour,succoured;succours;succouring
succulent,succulents
succumb,succumbed;succumbing;succumbs
succuss,succussed;succussing;succusses
succussion,succussions
such-as,suchas;suchass;such as;such ass
suck,sucked;sucking;sucks
sucker,suckers;suckered;suckering
suckle,suckling;suckled;suckles
sucralfate,sucralfates
sucrose,sucroses
suction,suctioning;suctions;suctioned
sud,suds
sudden,suddenly;suddenness
suddenness,suddennesses
sue,sued;suing;sues;sueing
suede,suedes
suet,suets
suffer,suffered;suffering;suffers
sufferance,sufferances
sufferer,sufferers
suffering,sufferings
suffice,suffices;sufficed;sufficing
sufficiency,sufficiencies
sufficient,insufficient;insufficiently;;sufficiently
suffix,suffixes;suffixed
suffixation,suffixations
suffocate,suffocated;suffocating;suffocates
suffocation,suffocations
suffragan,suffragans
suffrage,suffrages
suffragette,suffragettes
suffragist,suffragists
suffuse,suffused;suffusing;suffuses
sugar,sugars;sugaring;sugared
sugarcane,sugarcanes
sugarcoat,sugarcoats;sugarcoating;sugarcoated
sugary,sugariest
suggest,suggested;suggests;suggesting
suggestibility,suggestibilities
suggestion,suggestions
suicide,suicides
suit,suits;suited;suiting
suitability,suitabilities
suitcase,suitcases
suite,suites
suitor,suitors
sulcus,sulcuss
sulfate,sulfated;sulfates
sulfide,sulfides
sulfonamide,sulfonamides
sulfur,sulfurs
sulk,sulking;sulked;sulks
sulkiness,sulkinesses
sulky,sulkier;sulkiest
sully,sullied;sullying;sullies
sulphur,sulphurs
sultan,sultans
sultana,sultanas
sultanate,sultanates
sultry,sultriest
sum,sums;summed;summing
sumerian,sumerians
summarization,summarizations
summarize,summarized;summarizes;summarizing
summary,summaries
summate,summating;summated;summates
summation,summations
summer,summers;summered;summering;summerings
summerhouse,summerhouses
summertime,summertimes
summit,summits
summon,summoned;summoning;summons
summons,summonses;summonsing;summonsed
sumo,sumoes
sump,sumps
sun,suns;sunning;sunned;sunnings
sunbathe,sunbathed;sunbathes;sunbathing
sunbather,sunbathers
sunbeam,sunbeams
sunblock,sunblocks
sunburn,sunburned;sunburning;sunburns;sunburnt
sunburst,sunbursts
sunday,sundays
sunder,sundered;sundering;sunders
sundial,sundials
sundown,sundowns
sundowner,sundowners
sundress,sundresses
sundry,sundries
sunfish,sunfished;sunfishes
sunflower,sunflowers
sunglasses,sunglassess
sunhat,sunhats
sunlight,sunlights
sunny,sunnier;sunniest;sunnies
sunray,sunrays
sunrise,sunrises
sunroof,sunroofs
sunscreen,sunscreens;sunscreening
sunset,sunsets
sunshine,sunshines
sunspot,sunspots
sunstroke,sunstrokes
suntan,suntanned;suntans;suntanning
suntrap,suntraps
sup,supping;supped;sups
super,supers
superannuate,superannuated;superannuates;superannuating
superannuation,superannuations
superbug,superbugs
supercar,supercars
supercharge,supercharges;supercharging;supercharged
supercluster,superclusters
supercoil,supercoiling;supercoiled
supercompute,supercomputing
supercomputer,supercomputers
superconductivity,superconductivities
superconductor,superconductors
supercontinent,supercontinents
supercool,supercooling;supercooled
superego,superegos
superfamily,superfamilies
superficiality,superficialities
superfine,superfines
superfluity,superfluities
supergiant,supergiants
supergroup,supergroups
superheat,superheated
superhighway,superhighways
superhuman,superhumans
superimpose,superimposed;superimposing;superimposes
superintend,superintending;superintended;superintends
superintendent,superintendents
superior,superiors
superiority,superiorities
superlative,superlatives
superman,supermen
supermarket,supermarkets
supermodel,supermodels
supernatant,supernatants
supernatural,supernaturals
supernova,supernovas
supernumerary,supernumeraries
superordinate,superordinates;superordinating;superordinated
superoxide,superoxides
superposition,superpositions
superpower,superpowers
superscalar,superscalars
superscript,superscripts
supersede,superseded;supersedes;superseding
superstar,superstars
superstition,superstitions
superstore,superstores
superstructure,superstructures
supertanker,supertankers
supervene,supervenes;supervening;supervened
supervention,superventions
supervise,supervised;supervising;supervises
supervision,supervisions
supervisor,supervisors
supper,suppers
supplant,supplanted;supplanting;supplants
